002058,威尔泰,仪器仪表,举牌;汇金持股;智能电网;壳资源;核电核能;股权转让;电气设备;机械、设备、仪表;上海;技术硬件与设备;
002291,星期六,服装,网红经济;汇金持股;手机游戏;电子商务;纺织服装;纺织、服装、皮毛;广东;耐用消费品与服装;
002358,森源电气,电气设备,充电桩;QFII持股;增持回购;深成500;中证500;太阳能;深股通;大订单;智能电网;电气设备;机械、设备、仪表;河南;资本货物;
000039,中集集团,金属制品,沪深300;招商系;汇金持股;融资融券;AH股;国资委整合;海洋工程;定向增发;中价;基金增仓;广东自贸区;再融资;证金持股;预亏预减;深成500;转融券;深股通;H股;机械设备;金属、非金属;广东;资本货物;
002476,宝莫股份,化工,中盘;券商重仓;股权转让;转融券;融资融券;页岩气;化工;石油、化学、塑胶、塑料;山东;原材料;
002277,友阿股份,零售业,基金增仓;金融改革;中证500;深股通;电子商务;博彩概念;高送转;参股金融;农村金融;转融券;融资融券;汇金持股;移动软件;商业贸易;批发和零售贸易;湖南;零售业;
001696,宗申动力,摩托自行车,股权激励;深股通;深成500;融资融券;东盟自贸区;无人机;航天军工;智能制造;新三板;中证500;重庆自贸区;成渝特区;金融改革;汽车;机械、设备、仪表;重庆;汽车与汽车零部件;
002004,华邦制药,医疗服务,成渝特区;股权投资;转融券;智慧城市;汇金持股;健康中国;深股通;融资融券;西部开发;民营医院;深成500;中证500;新三板;化工;医药、生物制品;重庆;原材料;
300011,鼎汉技术,电子设备,一带一路;金融改革;高铁;深成500;QFII持股;汇金持股;深股通;参股金融;电气设备;机械、设备、仪表;北京;资本货物;
002327,富安娜,纺织,中证500;电子商务;SDR概念;深股通;纺织服装;纺织、服装、皮毛;广东;耐用消费品与服装;
002022,科华生物,生物制品,转融券;特种药;汇金持股;深成500;抗病毒;精准医疗;中证500;深股通;融资融券;医药生物;医药、生物制品;上海;制药与生物科技;
300137,先河环保,环境保护,中价;节能环保;QFII持股;PM2.5;PPP概念;美丽中国;京津冀;体育概念;明星基金;公用事业;机械、设备、仪表;河北;技术硬件与设备;
002353,杰瑞股份,专用设备,融资融券;中证500;页岩气;油改概念;员工持股;转融券;海洋工程;天然气概念;深成500;深股通;机械设备;机械、设备、仪表;山东;能源;
300177,中海达,通信设备,地理信息;深股通;移动软件;北斗导航;3D打印;汇金持股;电子商务;基金增仓;广东自贸区;无人机;计算机;信息技术业;广东;技术硬件与设备;
300152,燃控科技,环境保护,美丽中国;转融券;PPP概念;再融资;PM2.5;循环经济;定向增发;节能环保;融资融券;公用事业;机械、设备、仪表;江苏;商业和专业服务;
002397,梦洁家纺,纺织,参股金融;电子商务;农村金融;汇金持股;智慧城市;基金增仓;纺织服装;纺织、服装、皮毛;湖南;耐用消费品与服装;
002555,顺荣股份,互联网,深成500;TMT概念;深股通;预盈预增;虚拟现实;财政扶持;新三板;网络游戏;手机游戏;重组并购;传媒;机械、设备、仪表;安徽;软件与服务;
000022,深赤湾Ａ,港口,招商系;一带一路;融资融券;国资委整合;广东自贸区;交通运输;交通运输、仓储业;广东;运输;
300122,智飞生物,生物制品,中证500;深股通;明星基金;深成500;转融券;特种药;抗病毒;成渝特区;融资融券;医药生物;医药、生物制品;重庆;制药与生物科技;
300106,西部牧业,食品饮料,中价;地方国资整合;农垦概念;操盘手80;婴童概念;农林牧渔;农、林、牧、渔业;新疆;食品、饮料与烟草;
002045,广州国光,电子元器件,基金增仓;智能穿戴;新能源汽车;锂电池;中价;预盈预增;电子;电子;广东;耐用消费品与服装;
002108,沧州明珠,塑胶制品,锂电池;汇金持股;深股通;深成500;水利;融资融券;京津冀;恒大概念;转融券;化工;石油、化学、塑胶、塑料;河北;原材料;
002024,苏宁电器,零售业,转融券;虚拟运营商;汇金持股;金融改革;电子商务;智能手机;中证100;深证100;深成500;股权激励;农村金融;大盘;深股通;参股金融;沪深300;体育概念;融资融券;商业贸易;批发和零售贸易;江苏;零售业;
002401,交技发展,软件及系统,转融券;国资委整合;融资融券;汇金持股;电子商务;智慧城市;计算机;信息技术业;上海;软件与服务;
002298,鑫龙电器,电子设备,储能概念;深成500;安徽自贸区;无人机;深股通;智能电网;港股通;燃料电池;共享经济;智能制造;港股通(深);新三板;智慧城市;充电桩;电气设备;机械、设备、仪表;安徽;软件与服务;
002553,南方轴承,汽车配件,智能汽车;电子商务;汽车;机械、设备、仪表;江苏;资本货物;
300004,南风股份,电气设备,财政扶持;深股通;核电核能;风能;中盘;3D打印;机械设备;机械、设备、仪表;广东;资本货物;
002056,横店东磁,复合材料,转融券;锂电池;新能源汽车;汇金持股;参股金融;太阳能;融资融券;中价;深股通;稀土永磁;中证500;高送转;航天军工;智能手机;深成500;电子;电子;浙江;技术硬件与设备;
000029,深深房Ａ,房地产,深建设系;重组并购;广东国资整合;深股通;汇金持股;恒大概念;广东自贸区;房地产;房地产业;广东;房地产;
002287,奇正藏药,中药,参股金融;西部开发;融资融券;转融券;特种药;汇金持股;深股通;医药生物;医药、生物制品;西藏;制药与生物科技;
300187,永清环保,环境保护,节能环保;PM2.5;QFII持股;金融改革;汇金持股;太阳能;循环经济;深股通;参股金融;预盈预增;美丽中国;公用事业;社会服务业;湖南;商业和专业服务;
002333,罗普斯金,有色金属,基金增仓;港股通;汇金持股;国际板;港股通(深);沪台通;建筑材料;金属、非金属;江苏;资本货物;
000158,常山股份,纺织,双创概念;京津冀;智慧城市;举牌;股权投资;大数据;深股通;深成500;中证500;地方国资整合;纺织服装;纺织、服装、皮毛;河北;耐用消费品与服装;
002495,佳隆股份,食品饮料,低价;财政扶持;食品饮料;食品、饮料;广东;食品、饮料与烟草;
002548,金新农,饲料加工,生猪概念;生态农业;农林牧渔;食品、饮料;广东;食品、饮料与烟草;
002182,云海金属,有色金属,深股通;QFII持股;新能源汽车;新材料;智能手机;燃料电池;小金属;高送转;有色金属;金属、非金属;江苏;原材料;
300094,国联水产,牧渔,海洋经济;农林牧渔;农、林、牧、渔业;广东;食品、饮料与烟草;
002322,理工监测,电气设备,QFII持股;中盘;大订单;深股通;智能电网;电气设备;机械、设备、仪表;浙江;资本货物;
002284,亚太股份,汽车配件,智能汽车;深成500;注资承诺;深股通;汽车;机械、设备、仪表;浙江;汽车与汽车零部件;
002366,丹甫股份,专用设备,券商重仓;明星基金;核电核能;深股通;航天军工;中证500;深成500;家用电器;机械、设备、仪表;四川;资本货物;
002456,欧菲光,电子元器件,生物识别;增持回购;TMT概念;智能穿戴;深成500;大盘;深股通;智能汽车;AR概念;融资融券;深证100;参股金融;虚拟现实;汇金持股;基金增仓;新材料;沪深300;转融券;智能手机;高送转;电子;电子;广东;技术硬件与设备;
300042,朗科科技,IT设备,举牌;计算机;信息技术业;广东;技术硬件与设备;
002020,京新药业,医药制造,基金增仓;中盘;券商重仓;港股通;深股通;再融资;港股通(深);定向增发;医药生物;医药、生物制品;浙江;制药与生物科技;
000402,金 融 街,房地产,证金持股;深证100;举牌;地方国资整合;深股通;汇金持股;养老概念;深成500;大盘;融资融券;沪深300;QFII持股;转融券;房地产;房地产业;北京;房地产;
002141,蓉胜超微,金属制品,财政扶持;广东自贸区;参股金融;电子;电子;广东;资本货物;
002124,天邦股份,饲料加工,特种药;社保重仓;再融资;生猪概念;定向增发;农林牧渔;食品、饮料;浙江;食品、饮料与烟草;
002469,三维工程,工程建筑,电子商务;煤化工;循环经济;一带一路;节能环保;预亏预减;大订单;券商重仓;汇金持股;建筑装饰;社会服务业;山东;资本货物;
002492,恒基达鑫,仓储物流,员工持股;重组并购;参股金融;交通运输;交通运输、仓储业;广东;运输;
002510,天汽模,汽车配件,汇金持股;新三板;重组并购;新能源汽车;深股通;机械设备;机械、设备、仪表;天津;汽车与汽车零部件;
300014,亿纬锂能,复合材料,融资融券;股权激励;新三板;再融资;转融券;储能概念;新能源汽车;深成500;高送转;锂电池;智能电网;深股通;定向增发;电子;电子;广东;技术硬件与设备;
002034,美欣达,纺织,循环经济;壳资源;特色化工;重组并购;节能环保;举牌;预盈预增;纺织服装;纺织、服装、皮毛;浙江;耐用消费品与服装;
002313,日海通讯,通信设备,宽带中国;增持回购;港股通;融资融券;三网融合;QFII持股;股权转让;汇金持股;4G5G;港股通(深);员工持股;转融券;地理信息;通信;信息技术业;广东;技术硬件与设备;
002271,东方雨虹,建材,京津冀;基金增仓;新材料;金融改革;水利;中证500;海绵城市;参股金融;操盘手80;重组并购;高铁;融资融券;深成500;深股通;社保重仓;汇金持股;建筑材料;金属、非金属;北京;原材料;
300003,乐普医疗,医疗服务,智慧城市;电子商务;深股通;新三板;深成500;增持回购;融资融券;健康中国;明星基金;人脑工程;央视50;养老概念;转融券;医药生物;机械、设备、仪表;北京;医疗保健设备与服务;
002096,南岭民爆,化工,券商重仓;股权投资;湖南国资整合;IPO受益;汇金持股;化工;石油、化学、塑胶、塑料;湖南;原材料;
002335,科华恒盛,电气设备,节能环保;核电核能;大数据;能源互联网;深股通;重组并购;储能概念;云计算;太阳能;充电桩;量子通信;电气设备;机械、设备、仪表;福建;资本货物;
002451,摩恩电气,电气设备,员工持股;电子商务;券商重仓;股权转让;电气设备;机械、设备、仪表;上海;资本货物;
300071,华谊嘉信,文化传媒,基金增仓;重组并购;深股通;电子商务;传媒;传播与文化产业;北京;媒体;
002470,金正大,化肥,券商重仓;生态农业;特色化工;沪深300;电子商务;深股通;转融券;融资融券;深成500;QFII持股;化工;石油、化学、塑胶、塑料;山东;原材料;
002087,新野纺织,纺织,农村金融;地方国资整合;土地流转;纺织服装;纺织、服装、皮毛;河南;耐用消费品与服装;
002540,亚太科技,有色金属,QFII持股;定向增发;天然气概念;中盘;深股通;新能源汽车;3D打印;再融资;汇金持股;有色金属;金属、非金属;江苏;原材料;
300058,蓝色光标,文化传媒,沪深300;转融券;汇金持股;电子商务;深股通;融资融券;智能制造;深成500;电子支付;传媒;传播与文化产业;北京;媒体;
002204,华锐铸钢,工程机械,振兴东北;核电核能;融资融券;低价;地方国资整合;航天军工;基金增仓;转融券;风能;汇金持股;深股通;机械设备;机械、设备、仪表;辽宁;资本货物;
300065,海兰信,电子设备,转融券;海洋工程;融资融券;股权激励;航天军工;明星基金;节能环保;重组并购;深股通;计算机;电子;北京;技术硬件与设备;
002332,仙琚制药,医药制造,中盘;金融改革;汇金持股;深股通;维生素;基金增仓;地方国资整合;中证500;医药生物;医药、生物制品;浙江;制药与生物科技;
300165,天瑞仪器,仪器仪表,重组并购;PM2.5;节能环保;食品安全;智慧城市;美丽中国;机械设备;机械、设备、仪表;江苏;技术硬件与设备;
002528,英飞拓,电子设备,定向增发;增持回购;智慧城市;员工持股;基金增仓;深股通;汇金持股;再融资;国家安全;电子商务;计算机;电子;广东;技术硬件与设备;
300116,坚瑞消防,专用设备,深股通;重组并购;预盈预增;高送转;新能源汽车;深成500;智慧城市;锂电池;大订单;机械设备;其他制造业;陕西;汽车与汽车零部件;
002532,新界泵业,机械配件,节能环保;PPP概念;基金增仓;水利;农业机械;机械设备;机械、设备、仪表;浙江;资本货物;
002195,海隆软件,互联网,云计算;预盈预增;网络游戏;深成500;沪深300;深股通;移动软件;汇金持股;双创概念;国家安全;电子商务;计算机;信息技术业;上海;软件与服务;
002491,通鼎光电,通信设备,三网融合;4G5G;智能制造;基金增仓;新三板;宽带中国;重组并购;深成500;中证500;大数据;中价;国家安全;深股通;大订单;通信;信息技术业;江苏;技术硬件与设备;
002100,天康生物,饲料加工,农垦概念;定向增发;汇金持股;地方国资整合;抗病毒;生猪概念;基金增仓;深股通;再融资;整体上市;农林牧渔;食品、饮料;新疆;食品、饮料与烟草;
300088,长信科技,电子元器件,锂电池;中价;深股通;智能穿戴;新能源汽车;深成500;重组并购;汇金持股;新三板;融资融券;转融券;中证500;智能汽车;石墨烯;智能手机;电子;电子;安徽;技术硬件与设备;
